name`price`timestamp`url
btcusd`33555.0`27-06-2021T18:21:02`https://www.marketwatch.com/investing/cryptocurrency/btcusd
etheur`1588.78`27-06-2021T18:21:03`https://www.marketwatch.com/investing/cryptocurrency/etheur
dogeusd`0.2531`27-06-2021T18:21:05`https://www.marketwatch.com/investing/cryptocurrency/dogeusd
