name`price`timestamp`url
djia`34433.84`27-06-2021T18:02:38`https://www.marketwatch.com/investing/index/djia
spx`4280.7`27-06-2021T18:02:39`https://www.marketwatch.com/investing/index/spx
comp`14360.39`27-06-2021T18:02:41`https://www.marketwatch.com/investing/index/comp
dax`15607.97`27-06-2021T18:02:42`https://www.marketwatch.com/investing/index/dax?countrycode=dx
nik`29066.18`27-06-2021T18:02:44`https://www.marketwatch.com/investing/index/nik
nifty50`15860.35`27-06-2021T18:02:46`https://www.marketwatch.com/investing/index/nifty50
ukx`7136.07`27-06-2021T18:02:47`https://www.marketwatch.com/investing/index/ukx?countrycode=uk
ukx`383.26`27-06-2021T18:02:48`https://markets.businessinsider.com/index/ftse-aworld
